Order_ID,Customer_ID,Order_Date,City,Restaurant_Name,Food_Category,Item_Name,Quantity,Order_Value,Delivery_Time_Min,Payment_Method,Rating,Month,Day,Delivery_Status
1123,287,2024-02-05,Bangalore,Empire,Fast Food,Fries,1,432.63,19,CASH,5.0,2,Monday,Fast
1124,220,2024-02-05,Hubli,Kfc,Fast Food,Fries,1,777.02,25,UPI,4.0,2,Monday,Fast
1125,186,2024-02-05,Bangalore,Domino'S,South Indian,Paneer Curry,4,476.29,40,CASH,2.9847560975609757,2,Monday,Normal
1126,174,2024-02-05,Bangalore,Pizza Hut,North Indian,Cheese Pizza,2,736.03,37,CASH,2.9847560975609757,2,Monday,Normal
1127,76,2024-02-05,Bangalore,Kfc,Biryani,Chicken Pizza,2,636.95,56,UPI,2.0,2,Monday,Late
1128,253,2024-02-29,Mangalore,Meghana Foods,North Indian,Burger,3,222.65,19,CARD,4.0,2,Thursday,Fast
1129,156,2024-02-05,Bangalore,Empire,North Indian,Cheese Pizza,3,433.98,17,UPI,3.0,2,Monday,Fast
1130,147,2024-01-10,Bangalore,Meghana Foods,North Indian,Dosa,4,434.64,50,UPI,4.0,1,Wednesday,Late
1131,293,2024-02-05,Hubli,Meghana Foods,South Indian,Dosa,2,771.25,43,UPI,3.0,2,Monday,Normal
1132,44,2024-03-05,Bangalore,Pizza Hut,Biryani,Garlic Bread,4,476.37,54,CARD,3.0,3,Tuesday,Late
1133,191,2024-02-05,Hubli,Empire,North Indian,Veg Pizza,3,164.82,21,UPI,2.9847560975609757,2,Monday,Fast
1134,198,2024-02-05,Bangalore,Empire,Fast Food,Paneer Curry,2,743.39,34,CARD,2.0,2,Monday,Normal
1135,44,2024-02-09,Hubli,Empire,Biryani,Dosa,1,559.3,42,UPI,3.0,2,Friday,Normal
1136,10,2024-02-05,Bangalore,Domino'S,Dessert,Garlic Bread,2,274.05,23,CARD,1.0,2,Monday,Fast
1137,152,2024-01-13,Mangalore,Mcdonald'S,Fast Food,Burger,2,526.13,24,CARD,2.0,1,Saturday,Fast
1138,85,2024-02-05,Hubli,Empire,Biryani,Garlic Bread,3,631.63,65,CARD,2.0,2,Monday,Late
1139,274,2024-02-05,Mangalore,Domino'S,Dessert,Paneer Curry,4,433.94,33,CARD,5.0,2,Monday,Normal
1140,271,2024-02-05,Mysuru,Meghana Foods,Biryani,Chicken Biryani,1,556.0,70,CASH,5.0,2,Monday,Late
1141,53,2024-02-05,Mysuru,Pizza Hut,Biryani,Chicken Biryani,4,735.61,24,CARD,1.0,2,Monday,Fast
1142,114,2024-02-05,Bangalore,Empire,Fast Food,Fries,3,280.33,20,CASH,2.0,2,Monday,Fast
1143,15,2024-02-05,Hubli,Domino'S,Biryani,Veg Pizza,3,743.83,45,CARD,2.9847560975609757,2,Monday,Normal
1144,241,2024-02-27,Bangalore,Pizza Hut,Fast Food,Chicken Biryani,2,687.77,50,UPI,5.0,2,Tuesday,Late
1145,217,2024-02-05,Mysuru,Kfc,Fast Food,Veg Pizza,2,405.48,65,UPI,4.0,2,Monday,Late
1146,33,2024-02-05,Mangalore,Pizza Hut,North Indian,Paneer Curry,2,608.61,33,CARD,1.0,2,Monday,Normal
1147,181,2024-01-31,Hubli,Domino'S,Fast Food,Dosa,3,166.02,48,UPI,5.0,1,Wednesday,Late
1148,260,2024-02-05,Hubli,Mcdonald'S,Fast Food,Fries,3,292.48,16,CASH,1.0,2,Monday,Fast
1149,177,2024-01-31,Bangalore,Meghana Foods,Dessert,Chicken Pizza,1,359.56,36,CARD,2.9847560975609757,1,Wednesday,Normal
1150,238,2024-02-05,Bangalore,Domino'S,Fast Food,Garlic Bread,1,319.54,17,CARD,1.0,2,Monday,Fast
1151,162,2024-02-09,Hubli,Mcdonald'S,South Indian,Chicken Biryani,1,632.24,27,CASH,3.0,2,Friday,Fast
1152,25,2024-02-05,Mysuru,Pizza Hut,Dessert,Fries,4,625.45,39,CASH,2.0,2,Monday,Normal
1153,255,2024-02-05,Hubli,Mcdonald'S,Dessert,Cheese Pizza,4,173.67,53,CARD,5.0,2,Monday,Late
1154,151,2024-02-05,Bangalore,Empire,Dessert,Chicken Biryani,4,529.78,42,CARD,2.9847560975609757,2,Monday,Normal
1155,228,2024-02-05,Bangalore,Empire,North Indian,Fries,3,554.84,65,UPI,1.0,2,Monday,Late
1156,208,2024-02-16,Bangalore,Pizza Hut,Biryani,Paneer Curry,4,143.66,19,CARD,2.9847560975609757,2,Friday,Fast
1157,188,2024-02-05,Bangalore,Meghana Foods,Biryani,Garlic Bread,3,372.97,63,UPI,5.0,2,Monday,Late
1158,71,2024-02-05,Hubli,Empire,Dessert,Veg Biryani,1,137.62,26,CARD,5.0,2,Monday,Fast
1159,199,2024-02-05,Mysuru,Kfc,South Indian,Veg Biryani,3,591.91,46,CARD,1.0,2,Monday,Late
1160,70,2024-02-05,Bangalore,Mcdonald'S,Fast Food,Burger,3,602.49,50,UPI,3.0,2,Monday,Late
1161,154,2024-01-21,Bangalore,Empire,North Indian,Veg Biryani,1,789.89,65,CARD,2.0,1,Sunday,Late
1162,253,2024-02-05,Mangalore,Meghana Foods,Dessert,Garlic Bread,2,536.12,20,UPI,3.0,2,Monday,Fast
1163,204,2024-03-02,Hubli,Empire,North Indian,Cheese Pizza,2,781.22,56,UPI,4.0,3,Saturday,Late
1164,239,2024-03-28,Hubli,Domino'S,North Indian,Paneer Curry,2,642.09,23,CARD,5.0,3,Thursday,Fast
1165,29,2024-01-16,Bangalore,Kfc,Biryani,Chicken Pizza,3,755.62,29,CASH,5.0,1,Tuesday,Fast
1166,146,2024-02-05,Mysuru,Mcdonald'S,Dessert,Chicken Pizza,3,537.81,20,UPI,2.9847560975609757,2,Monday,Fast
1167,87,2024-03-16,Bangalore,Domino'S,North Indian,Paneer Curry,3,692.92,51,UPI,1.0,3,Saturday,Late
1168,42,2024-01-06,Mysuru,Domino'S,North Indian,Fries,1,458.67,55,UPI,3.0,1,Saturday,Late
1169,155,2024-02-05,Hubli,Kfc,South Indian,Cheese Pizza,1,227.49,41,CARD,4.0,2,Monday,Normal
1170,105,2024-02-13,Bangalore,Empire,Dessert,Burger,4,208.92,38,UPI,5.0,2,Tuesday,Normal
1171,55,2024-02-05,Mangalore,Pizza Hut,Dessert,Garlic Bread,2,215.8,18,CASH,4.0,2,Monday,Fast
1172,215,2024-02-05,Hubli,Meghana Foods,Dessert,Veg Biryani,2,458.82,47,CARD,4.0,2,Monday,Late
1173,158,2024-02-05,Bangalore,Empire,North Indian,Garlic Bread,2,266.3,37,UPI,1.0,2,Monday,Normal
1174,145,2024-03-04,Mangalore,Kfc,North Indian,Veg Pizza,1,413.03,31,CASH,4.0,3,Monday,Normal
1175,188,2024-02-05,Bangalore,Meghana Foods,North Indian,Veg Biryani,3,496.19,19,CARD,5.0,2,Monday,Fast
1176,231,2024-02-05,Bangalore,Domino'S,Fast Food,Fries,3,660.53,36,UPI,3.0,2,Monday,Normal
1177,74,2024-01-26,Mangalore,Empire,North Indian,Veg Pizza,1,146.46,60,CASH,4.0,1,Friday,Late
1178,266,2024-02-05,Mangalore,Domino'S,Dessert,Paneer Curry,3,230.5,54,CASH,5.0,2,Monday,Late
1179,173,2024-03-05,Mangalore,Mcdonald'S,North Indian,Chicken Biryani,4,674.71,38,CASH,2.9847560975609757,3,Tuesday,Normal
1180,57,2024-02-23,Mysuru,Pizza Hut,North Indian,Garlic Bread,3,777.61,65,UPI,5.0,2,Friday,Late
1181,117,2024-01-07,Mangalore,Domino'S,North Indian,Paneer Curry,4,220.49,58,CARD,1.0,1,Sunday,Late
1182,294,2024-02-05,Mysuru,Pizza Hut,South Indian,Burger,4,222.97,59,CARD,4.0,2,Monday,Late
1183,257,2024-02-05,Bangalore,Domino'S,North Indian,Veg Biryani,3,798.72,45,UPI,4.0,2,Monday,Normal
1184,161,2024-02-05,Mangalore,Empire,North Indian,Burger,3,534.85,27,CARD,3.0,2,Monday,Fast
1185,286,2024-02-05,Mysuru,Kfc,Biryani,Garlic Bread,3,446.27,50,CASH,3.0,2,Monday,Late
1186,63,2024-03-14,Mangalore,Empire,South Indian,Burger,2,317.51,33,UPI,3.0,3,Thursday,Normal
1187,227,2024-02-05,Mangalore,Domino'S,Biryani,Dosa,3,754.46,59,CASH,2.0,2,Monday,Late
1188,56,2024-03-19,Mysuru,Domino'S,Fast Food,Dosa,2,553.8,18,UPI,4.0,3,Tuesday,Fast
1189,170,2024-02-05,Bangalore,Pizza Hut,North Indian,Chicken Pizza,4,563.97,45,CARD,2.9847560975609757,2,Monday,Normal
1190,103,2024-02-05,Mysuru,Pizza Hut,Fast Food,Paneer Curry,2,483.9,61,UPI,2.0,2,Monday,Late
1191,214,2024-02-05,Hubli,Mcdonald'S,Biryani,Chicken Biryani,1,126.3,51,UPI,1.0,2,Monday,Late
1192,172,2024-02-05,Mangalore,Mcdonald'S,South Indian,Chicken Pizza,4,305.53,66,UPI,3.0,2,Monday,Late
1193,84,2024-02-28,Mysuru,Domino'S,Fast Food,Burger,3,506.09,63,CARD,2.0,2,Wednesday,Late
1194,208,2024-02-24,Hubli,Pizza Hut,South Indian,Cheese Pizza,2,787.55,45,CASH,2.0,2,Saturday,Normal
1195,4,2024-02-05,Mysuru,Mcdonald'S,Dessert,Burger,3,516.07,51,UPI,3.0,2,Monday,Late
1196,185,2024-02-05,Bangalore,Pizza Hut,South Indian,Chicken Biryani,2,395.68,47,CASH,2.9847560975609757,2,Monday,Late
1197,61,2024-02-05,Hubli,Meghana Foods,Biryani,Veg Biryani,2,445.16,44,UPI,3.0,2,Monday,Normal
1198,213,2024-03-30,Mangalore,Mcdonald'S,Biryani,Veg Biryani,1,477.34,48,CASH,1.0,3,Saturday,Late
1199,289,2024-02-05,Mangalore,Mcdonald'S,Biryani,Paneer Curry,2,231.89,69,UPI,4.0,2,Monday,Late
1200,60,2024-02-05,Mangalore,Pizza Hut,North Indian,Garlic Bread,1,428.33,47,CARD,4.0,2,Monday,Late
1201,289,2024-01-08,Mangalore,Kfc,Fast Food,Fries,3,675.19,62,CARD,5.0,1,Monday,Late
1202,38,2024-02-05,Hubli,Pizza Hut,North Indian,Veg Pizza,1,790.57,45,UPI,3.0,2,Monday,Normal
1203,210,2024-02-05,Hubli,Empire,South Indian,Garlic Bread,4,375.44,58,UPI,2.0,2,Monday,Late
1204,179,2024-02-05,Mangalore,Empire,North Indian,Chicken Pizza,2,687.68,63,UPI,3.0,2,Monday,Late
1205,238,2024-03-27,Mangalore,Empire,North Indian,Fries,2,288.31,37,CARD,3.0,3,Wednesday,Normal
1206,97,2024-02-05,Hubli,Meghana Foods,Fast Food,Veg Biryani,2,165.76,53,UPI,4.0,2,Monday,Late
1207,25,2024-02-01,Bangalore,Empire,South Indian,Veg Biryani,2,632.98,64,UPI,2.0,2,Thursday,Late
1208,258,2024-02-05,Hubli,Meghana Foods,North Indian,Burger,2,325.2,24,UPI,2.0,2,Monday,Fast
1209,212,2024-02-05,Bangalore,Mcdonald'S,North Indian,Chicken Pizza,4,497.98,18,CASH,2.9847560975609757,2,Monday,Fast
1210,196,2024-02-05,Hubli,Empire,Biryani,Chicken Biryani,4,245.04,49,CARD,2.0,2,Monday,Late
1211,116,2024-02-08,Bangalore,Mcdonald'S,Fast Food,Dosa,4,778.09,50,UPI,2.0,2,Thursday,Late
1212,199,2024-02-05,Mysuru,Empire,Fast Food,Garlic Bread,3,182.88,61,CARD,1.0,2,Monday,Late
1213,138,2024-02-18,Bangalore,Pizza Hut,Biryani,Paneer Curry,2,445.99,70,CASH,3.0,2,Sunday,Late
1214,8,2024-02-05,Bangalore,Mcdonald'S,Biryani,Paneer Curry,2,389.71,30,UPI,3.0,2,Monday,Normal
1215,145,2024-02-05,Mangalore,Empire,Dessert,Chicken Biryani,3,468.72,46,CARD,1.0,2,Monday,Late
1216,241,2024-02-05,Hubli,Empire,South Indian,Veg Pizza,2,624.05,16,CASH,5.0,2,Monday,Fast
